access,author,category,consortium,id,MRB-filename,LDHub-filename,mr,ncase,ncontrol,note,nsnp,path,pmid,population,priority,sample_size,sd,sex,subcategory,trait,unit,year
public,Kettunen,Metabolites,NA,955,Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.tab,Summary_statistics_MAGNETIC_XS.VLDL.PL.txt.tab.sumstats.gz,1,NA,NA,XS.VLDL.PL,11813718,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,19273,NA,Males and females,Lipid,Phospholipids in very small VLDL,SD,2016
public,Kettunen,Metabolites,NA,956,Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.tab,Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.tab.sumstats.gz,1,NA,NA,XS.VLDL.TG,11820655,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,19273,NA,Males and females,Lipid,Triglycerides in very small VLDL,SD,2016
public,Kettunen,Metabolites,NA,957,Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.tab,Summary_statistics_MAGNETIC_XXL.VLDL.L.txt.tab.sumstats.gz,1,NA,NA,XXL.VLDL.L,11708802,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,18960,NA,Males and females,Lipid,Total lipids in chylomicrons and largest VLDL particles,SD,2016
public,Kettunen,Metabolites,NA,958,Summary_statistics_MAGNETIC_XXL.VLDL.P.txt.tab,Summary_statistics_MAGNETIC_XXL.VLDL.P.txt.tab.sumstats.gz,1,NA,NA,XXL.VLDL.P,11598671,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,18960,NA,Males and females,Lipid,Concentration of chylomicrons and largest VLDL particles,SD,2016
public,Kettunen,Metabolites,NA,959,Summary_statistics_MAGNETIC_XXL.VLDL.PL.txt.tab,Summary_statistics_MAGNETIC_XXL.VLDL.PL.txt.tab.sumstats.gz,1,NA,NA,XXL.VLDL.PL,11871391,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,21542,NA,Males and females,Lipid,Phospholipids in chylomicrons and largest VLDL particles,SD,2016
public,Randall JC,Risk factor,GIANT,96,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2762798,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,2,60586,0.0729,Males,Anthropometric,Height,SD (m),2013
public,Kettunen,Metabolites,NA,960,Summary_statistics_MAGNETIC_XXL.VLDL.TG.txt.tab,Summary_statistics_MAGNETIC_XXL.VLDL.TG.txt.tab.sumstats.gz,1,NA,NA,XXL.VLDL.TG,11843388,/projects/MRC-IEU/publicdata/metab_qtl,27005778,European,1,21540,NA,Males and females,Lipid,Triglycerides in chylomicrons and largest VLDL particles,SD,2016
public,Furberg,Risk factor,TAG,961,tag.cpd.tbl.tab,tag.cpd.tbl.tab.sumstats.gz,1,NA,NA,NA,2459119,/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG,20418890,European,1,68028,11.69784541,Males and females,Behavioural,Cigarettes smoked per day,Cigarettes per day,2010
public,Furberg,Risk factor,TAG,962,tag.evrsmk.tbl.tab,tag.evrsmk.tbl.tab.sumstats.gz,1,41969,32066,NA,2455847,/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG,20418890,European,1,74035,NA,Males and females,Behavioural,Ever vs never smoked,log odds,2010
public,Furberg,Risk factor,TAG,963,tag.former.tbl.tab,tag.former.tbl.tab.sumstats.gz,1,23554,18415,NA,2456555,/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG,20418890,European,1,41969,NA,Males and females,Behavioural,Former vs current smoker,log odds,2010
public,Furberg,Risk factor,TAG,964,tag.logonset.tbl.tab,tag.logonset.tbl.tab.sumstats.gz,1,NA,NA,NA,2457546,/projects/MRC-IEU/publicdata/GWAS_summary_data/TAG/,20418890,European,1,47961,0.34,Males and females,Behavioural,Age of smoking initiation,log years,2010
public,Wang Y,Disease,ILCCO,965,TRICL_ICR_MDACC_IARC_NIH_GWAMA_Adeno.rsid.txt.tab,TRICL_ICR_MDACC_IARC_NIH_GWAMA_Adeno.rsid.txt.tab.sumstats.gz,1,3442,14894,NA,8881354,/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO,24880342,European,1,18336,NA,Males and females,Cancer,Lung adenocarcinoma,log odds,2014
public,Wang Y,Disease,ILCCO,966,TRICL_ICR_MDACC_IARC_NIH_GWAMA_overall.rsid.txt.tab,TRICL_ICR_MDACC_IARC_NIH_GWAMA_overall.rsid.txt.tab.sumstats.gz,1,11348,15861,NA,8945893,/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO,24880342,European,1,27209,NA,Males and females,Cancer,Lung cancer,log odds,2014
public,Wang Y,Disease,ILCCO,967,TRICL_ICR_MDACC_IARC_NIH_GWAMA_Squamous.rsid.txt.tab,TRICL_ICR_MDACC_IARC_NIH_GWAMA_Squamous.rsid.txt.tab.sumstats.gz,1,3275,15038,NA,8893750,/projects/MRC-IEU/publicdata/GWAS_summary_data/ILCCO,24880342,European,1,18313,NA,Males and females,Cancer,Squamous cell lung cancer,log odds,2014
public,Jostins L,Disease,IIBDGC,968,UC.gwas_ichip_meta_release.txt.gz.tab,UC.gwas_ichip_meta_release.txt.gz.tab.sumstats.gz,1,10920,15977,NA,10662,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,23128233,European,1,26897,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2012
public,Liu,Disease,IIBDGC,969,UC_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab,UC_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab.sumstats.gz,1,1134,3719,NA,156116,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,East Asian,1,4853,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2015
public,Randall JC,Risk factor,GIANT,97,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2748546,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,3,73137,0.0665,Females,Anthropometric,Height,SD (m),2013
public,Liu,Disease,IIBDGC,970,UC_trans_ethnic_association_summ_stats_b37.txt.gz.Euro.tab,UC_trans_ethnic_association_summ_stats_b37.txt.gz.Euro.tab.sumstats.gz,1,13768,33977,NA,156116,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,European,1,47745,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2015
public,Liu,Disease,IIBDGC,971,UC_trans_ethnic_association_summ_stats_b37.txt.gz.IND.tab,UC_trans_ethnic_association_summ_stats_b37.txt.gz.IND.tab.sumstats.gz,1,1239,990,NA,156116,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,Indian,1,2229,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2015
public,Liu,Disease,IIBDGC,972,UC_trans_ethnic_association_summ_stats_b37.txt.gz.IRA.tab,UC_trans_ethnic_association_summ_stats_b37.txt.gz.IRA.tab.sumstats.gz,1,397,342,NA,156116,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,Iranian,1,739,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2015
public,Anderson CA,Disease,IIBDGC,973,ucmeta-sumstats.txt.gz.tab.all_pos,ucmeta-sumstats.txt.gz.tab.all_pos.sumstats.gz,1,6687,19718,Effect allele frequencies are missing,1243971,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,21297633,European,2,26405,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2011
public,Locke AE,Risk factor,GIANT,974,Women_SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab,Women_SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab.sumstats.gz,1,NA,NA,NA,2494613,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2014_2015/BMI2015,25673413,European,4,171977,4.77,Females,Anthropometric,Body mass index,SD (kg/m^2),2015
public,Albagha OM,Disease,NA,975,Albagha_Gwas_P_Haycock.csv.tab,Albagha_Gwas_P_Haycock.csv.tab.sumstats.gz,1,741,2699,NA,2479235,/projects/MRC-IEU/groups/evidencehub/GWAS-Base/Albagha_PagetsDisease/,21623375,European,1,3440,NA,Males and females,Bone,Paget's disease,log odds,2011
public,Morris,Disease,DIAGRAM,976,DIAGRAM.noWTCCC.out.gz.tab,DIAGRAM.noWTCCC.out.gz.tab.sumstats.gz,1,10247,53924,DIAGRAM excluding the WTCCC; effect allele frequencies are missing; forward strand,2662411,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/DIAGRAMnoWTCCC_Diabetes/data,22885922,Mixed,5,64171,NA,Males and females,Diabetes,Type 2 diabetes,log odds,2012
public,Zheng,Risk factor,GEFOS,977,fa2stu.MAF0_.005.pos_.out_.gz.tab,fa2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,1,NA,NA,NA,9955366,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc,26367794,Mixed,1,NA,NA,Males and females,Bone,Forearm bone mineral density,SD,2015
public,Randall JC,Risk factor,GIANT,98,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2725756,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,8,60586,8.4548,Males,Anthropometric,Hip circumference,SD (cm),2013
public,Zheng,Risk factor,GEFOS,980,fn2stu.MAF0_.005.pos_.out_.gz.tab,fn2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,1,NA,NA,NA,10586900,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc,26367794,Mixed,1,NA,NA,Males and females,Bone,Femoral neck bone mineral density,SD,2015
public,Hofmann S,Disease,NA,981,Hofmann_PMID_22936702.txt.tab,Hofmann_PMID_22936702.txt.tab.sumstats.gz,1,637,1233,NA,764189,/projects/MRC-IEU/groups/evidencehub/GWAS_summary_data/Hoffmann_Sarcoidosis,22936702,European,1,1870,NA,Males and females,Autoimmune / inflammatory,Sarcoidosis,log odds,2013
public,Zheng,Risk factor,GEFOS,982,ls2stu.MAF0_.005.pos_.out_.gz.tab,ls2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,1,NA,NA,NA,10582867,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/dev/release_candidate/data/results/passqc,26367794,Mixed,1,NA,NA,Males and females,Bone,Lumbar spine bone mineral density,SD,2015
public,Tang,Disease,NA,983,metal.Chinesecc.maf02.info06.MR-base_LDhub.score_add.assoc.tab,metal.Chinesecc.maf02.info06.MR-base_LDhub.score_add.assoc.tab.sumstats.gz,1,173,615,NA,6512684,/projects/MRC-IEU/groups/evidencehub/Tang_Hirschsprungs_disease,20361209,East Asian,1,788,NA,Males and females,Paediatric disease,Hirschsprung's disease,log odds,2010
public,Randall JC,Risk factor,GIANT,99,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN_N.txt.tab,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN_N.txt.tab.sumstats.gz,1,NA,NA,NA,2725756,/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013,23754948,European,7,73137,8.4548,Females,Anthropometric,Hip circumference,SD (cm),2013
public,Wade TD,Disease,NA,990,Wadeetal_Bulimia_AssociationResults.txt.gz.tab,Wadeetal_Bulimia_AssociationResults.txt.gz.tab.sumstats.gz,1,151,2291,NA,11846513,/projects/MRC-IEU/groups/evidencehub/Wade_Bulimia_nervosa,23568457,European,1,2442,NA,Females,Psychiatric / neurological,Bulimia nervosa,log odds,2013
public,Paternoster,Disease,EAGLE,996,2014-02-13_EAGLE_Eczema_GWAMA_CEU_fixed_without_23andMe.rsid.tab,2014-02-13_EAGLE_Eczema_GWAMA_CEU_fixed_without_23andMe.rsid.tab.sumstats.gz,1,10788,30047,23andME excluded,11059641,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EAGLE_Eczema,26482879,European,1,40835,NA,Males and females,Autoimmune / inflammatory,Eczema,log odds,2014
public,Lu,Risk factor,NA,999,body_fat_percentage_GWAS_PLUS_MC_ALL_ancestry_se_Sex_combined_for_locus_zoom_plot.TBL.txt.tab,body_fat_percentage_GWAS_PLUS_MC_ALL_ancestry_se_Sex_combined_for_locus_zoom_plot.TBL.txt.tab.sumstats.gz,1,NA,NA,89% European,3228665,/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Lu_BodyFat,26833246,European,1,100716,NA,Males and females,Anthropometric,Body fat,SD,2016
public,Neale,NA,Neale Lab,UKB-a:1,Allele.reorder.1001.assoc.tsv.gz.tab,1001.ukbb.sumstats.gz,1,0,0,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,34342,0,Males and Females,NA,Duration of strenuous sports,NA,2017
public,Neale,NA,Neale Lab,UKB-a:10,Allele.reorder.1170.assoc.tsv.gz.tab,1170.ukbb.sumstats.gz,1,0,0,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,336501,0,Males and Females,NA,Getting up in morning,NA,2017
public,Neale,NA,Neale Lab,UKB-a:100,Allele.reorder.20002_1453.assoc.tsv.gz.tab,20002_1453.ukbb.sumstats.gz,1,3871,333288,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: psoriasis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:101,Allele.reorder.20002_1456.assoc.tsv.gz.tab,20002_1456.ukbb.sumstats.gz,1,1452,335707,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: malabsorption/coeliac disease,NA,2017
public,Neale,NA,Neale Lab,UKB-a:102,Allele.reorder.20002_1458.assoc.tsv.gz.tab,20002_1458.ukbb.sumstats.gz,1,3840,333319,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: diverticular disease/diverticulitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:103,Allele.reorder.20002_1462.assoc.tsv.gz.tab,20002_1462.ukbb.sumstats.gz,1,1032,336127,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: crohns disease,NA,2017
public,Neale,NA,Neale Lab,UKB-a:104,Allele.reorder.20002_1463.assoc.tsv.gz.tab,20002_1463.ukbb.sumstats.gz,1,1795,335364,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: ulcerative colitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:105,Allele.reorder.20002_1464.assoc.tsv.gz.tab,20002_1464.ukbb.sumstats.gz,1,3730,333429,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: rheumatoid arthritis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:106,Allele.reorder.20002_1465.assoc.tsv.gz.tab,20002_1465.ukbb.sumstats.gz,1,28257,308902,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: osteoarthritis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:107,Allele.reorder.20002_1466.assoc.tsv.gz.tab,20002_1466.ukbb.sumstats.gz,1,4807,332352,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: gout,NA,2017
public,Neale,NA,Neale Lab,UKB-a:108,Allele.reorder.20002_1473.assoc.tsv.gz.tab,20002_1473.ukbb.sumstats.gz,1,41296,295863,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: high cholesterol,NA,2017
public,Neale,NA,Neale Lab,UKB-a:109,Allele.reorder.20002_1474.assoc.tsv.gz.tab,20002_1474.ukbb.sumstats.gz,1,7865,329294,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: hiatus hernia,NA,2017
public,Neale,NA,Neale Lab,UKB-a:11,Allele.reorder.1180.assoc.tsv.gz.tab,1180.ukbb.sumstats.gz,1,0,0,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,301143,0,Males and Females,NA,Morning/evening person (chronotype),NA,2017
public,Neale,NA,Neale Lab,UKB-a:110,Allele.reorder.20002_1494.assoc.tsv.gz.tab,20002_1494.ukbb.sumstats.gz,1,1213,335946,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: varicose veins,NA,2017
public,Neale,NA,Neale Lab,UKB-a:111,Allele.reorder.20002_1497.assoc.tsv.gz.tab,20002_1497.ukbb.sumstats.gz,1,145,337014,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: pneumothorax,NA,2017
public,Neale,NA,Neale Lab,UKB-a:112,Allele.reorder.20002_1526.assoc.tsv.gz.tab,20002_1526.ukbb.sumstats.gz,1,238,336921,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: polio / poliomyelitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:113,Allele.reorder.20002_1538.assoc.tsv.gz.tab,20002_1538.ukbb.sumstats.gz,1,2599,334560,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: arthritis (nos),NA,2017
public,Neale,NA,Neale Lab,UKB-a:114,Allele.reorder.20002_1588.assoc.tsv.gz.tab,20002_1588.ukbb.sumstats.gz,1,71,337088,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: hypertrophic cardiomyopathy (hcm / hocm),NA,2017
public,Neale,NA,Neale Lab,UKB-a:115,Allele.reorder.20002_1661.assoc.tsv.gz.tab,20002_1661.ukbb.sumstats.gz,1,95,337064,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Non-cancer illness code  self-reported: vitiligo,NA,2017
public,Neale,NA,Neale Lab,UKB-a:116,Allele.reorder.20003_1140860696.assoc.tsv.gz.tab,20003_1140860696.ukbb.sumstats.gz,1,9393,327766,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: lisinopril,NA,2017
public,Neale,NA,Neale Lab,UKB-a:117,Allele.reorder.20003_1140860806.assoc.tsv.gz.tab,20003_1140860806.ukbb.sumstats.gz,1,15787,321372,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: ramipril,NA,2017
public,Neale,NA,Neale Lab,UKB-a:118,Allele.reorder.20003_1140860954.assoc.tsv.gz.tab,20003_1140860954.ukbb.sumstats.gz,1,1107,336052,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: isosorbide mononitrate,NA,2017
public,Neale,NA,Neale Lab,UKB-a:119,Allele.reorder.20003_1140861008.assoc.tsv.gz.tab,20003_1140861008.ukbb.sumstats.gz,1,81,337078,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: isosorbide dinitrate,NA,2017
public,Neale,NA,Neale Lab,UKB-a:12,Allele.reorder.1190.assoc.tsv.gz.tab,1190.ukbb.sumstats.gz,1,0,0,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337074,0,Males and Females,NA,Nap during day,NA,2017
public,Neale,NA,Neale Lab,UKB-a:120,Allele.reorder.20003_1140861832.assoc.tsv.gz.tab,20003_1140861832.ukbb.sumstats.gz,1,439,336720,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: tranexamic acid,NA,2017
public,Neale,NA,Neale Lab,UKB-a:121,Allele.reorder.20003_1140861958.assoc.tsv.gz.tab,20003_1140861958.ukbb.sumstats.gz,1,38492,298667,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: simvastatin,NA,2017
public,Neale,NA,Neale Lab,UKB-a:122,Allele.reorder.20003_1140861998.assoc.tsv.gz.tab,20003_1140861998.ukbb.sumstats.gz,1,9712,327447,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: ventolin 100micrograms inhaler,NA,2017
public,Neale,NA,Neale Lab,UKB-a:123,Allele.reorder.20003_1140862236.assoc.tsv.gz.tab,20003_1140862236.ukbb.sumstats.gz,1,334,336825,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: atrovent 20micrograms inhaler,NA,2017
public,Neale,NA,Neale Lab,UKB-a:124,Allele.reorder.20003_1140862382.assoc.tsv.gz.tab,20003_1140862382.ukbb.sumstats.gz,1,2063,335096,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: becotide 50 inhaler,NA,2017
public,Neale,NA,Neale Lab,UKB-a:125,Allele.reorder.20003_1140864070.assoc.tsv.gz.tab,20003_1140864070.ukbb.sumstats.gz,1,94,337065,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: kapake tablet,NA,2017
public,Neale,NA,Neale Lab,UKB-a:126,Allele.reorder.20003_1140864752.assoc.tsv.gz.tab,20003_1140864752.ukbb.sumstats.gz,1,12071,325088,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: lansoprazole,NA,2017
public,Neale,NA,Neale Lab,UKB-a:127,Allele.reorder.20003_1140864952.assoc.tsv.gz.tab,20003_1140864952.ukbb.sumstats.gz,1,114,337045,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet,NA,2017
